0	15000
1	22597
2	15002
3	19926
4	24959
5	20408
6	15006
7	15007
8	19940
9	15009
10	20836
11	15011
12	15012
13	15013
14	15911
15	15015
16	17336
17	15017
18	15018
19	15019
20	15848
21	15021
22	16662
23	21795
24	15024
25	22662
26	18706
27	15027
28	15028
29	17757
30	22754
31	18038
32	24380
33	15033
34	15034
35	23963
36	18977
37	15037
38	23687
39	15039
40	15040
41	15041
42	15042
43	15043
44	15394
45	15045
46	16079
47	18845
48	15048
49	19945
50	15050
51	15051
52	15052
53	15053
54	15054
55	24287
56	21949
57	15057
58	15724
59	22770
60	15060
61	21788
62	20582
63	15063
64	15064
65	15065
66	23515
67	15800
68	15068
69	15069
70	15070
71	15071
72	15072
73	18688
74	17870
75	22662
76	20986
77	23532
78	15078
79	17099
80	15080
81	15081
82	17528
83	15083
84	15084
85	19376
86	18045
87	15087
88	15088
89	15089
90	15090
91	15091
92	24509
93	15093
94	15094
95	25405
96	15096
97	20212
98	18964
99	15099
100	15100
101	15101
102	15102
103	15103
104	15104
105	16668
106	16917
107	23516
108	15895
109	15109
110	15110
111	20117
112	15112
113	18351
114	19783
115	21514
116	15116
117	20428
118	15118
119	20868
120	16891
121	18347
122	15678
123	15123
124	17088
125	15125
126	15126
127	15127
128	15128
129	17825
130	20157
131	15131
132	15190
133	22388
134	15134
135	15135
136	15136
137	15137
138	15138
139	25006
140	15140
141	23492
142	15142
143	15143
144	15144
145	15145
146	23511
147	23522
148	15148
149	15149
150	15150
151	15151
152	15152
153	22950
154	21680
155	17120
156	15156
157	15157
158	15158
159	18187
160	21169
161	15161
162	15162
163	15163
164	15164
165	24312
166	21790
167	15167
168	15168
169	15169
170	15170
171	15171
172	15172
173	21506
174	15174
175	15175
176	22507
177	19282
178	16424
179	15179
180	15180
181	24531
182	15182
183	15183
184	19429
185	15185
186	24425
187	24263
188	25080
189	16054
190	22709
191	15191
192	15192
193	15465
194	15194
195	15195
196	15196
197	20387
198	15198
199	15199
200	24275
201	15201
202	25042
203	23279
204	15204
205	15205
206	15206
207	15207
208	15208
209	24336
210	15210
211	21610
212	20471
213	25088
214	15214
215	15215
216	15216
217	15724
218	15218
219	15219
220	15220
221	19157
222	15222
223	15223
224	15977
225	24994
226	15226
227	17939
228	24947
229	15229
230	19571
231	15231
232	15232
233	19236
234	24840
235	16420
236	25330
237	15237
238	15238
239	18672
240	15240
241	21782
242	15242
243	15243
244	15244
245	15245
246	19793
247	15247
248	15248
249	15249
250	15250
251	22511
252	19843
253	15253
254	15254
255	15255
256	15256
257	15257
258	15258
259	22742
260	17086
261	15261
262	15262
263	18144
264	16721
265	15556
266	15527
267	15267
268	18531
269	15269
270	15270
271	24807
272	15272
273	15273
274	15274
275	15275
276	15276
277	15277
278	15278
279	15818
280	15280
281	20885
282	21574
283	15283
284	15284
285	15285
286	15286
287	24952
288	23615
289	17648
290	15290
291	16444
292	15292
293	15293
294	15294
295	24015
296	24176
297	15297
298	23735
299	15299
300	15300
301	23511
302	15302
303	15303
304	25348
305	15305
306	15306
307	15945
308	15308
309	15309
310	15310
311	15311
312	15312
313	19541
314	15562
315	22129
316	15316
317	16122
318	20156
319	15319
320	15320
321	15321
322	16322
323	23929
324	21252
325	15325
326	20983
327	15327
328	15328
329	22723
330	15330
331	15331
332	15332
333	15333
334	15334
335	16051
336	15336
337	20711
338	23706
339	15339
340	15340
341	15341
342	15342
343	15343
344	15344
345	15345
346	15346
347	15143
348	22799
349	15349
350	15350
351	15351
352	22801
353	15353
354	23701
355	17288
356	15356
357	25311
358	19523
359	15359
360	17369
361	25225
362	22877
363	21454
364	21362
365	21266
366	15366
367	15367
368	20002
369	24000
370	20094
371	17833
372	15372
373	21448
374	15374
375	15375
376	15376
377	15377
378	15378
379	15379
380	21313
381	15678
382	16321
383	20022
384	20359
385	15385
386	15386
387	15387
388	15388
389	15389
390	19935
391	24432
392	15392
393	15393
394	15394
395	25488
396	15396
397	15090
398	15010
399	15399
400	15400
401	15401
402	15402
403	15403
404	15404
405	24340
406	15406
407	15407
408	15408
409	15409
410	15410
411	15411
412	15412
413	15413
414	21331
415	21850
416	15416
417	15417
418	24904
419	15419
420	24357
421	15421
422	15422
423	15423
424	15424
425	15425
426	15426
427	16042
428	15428
429	15429
430	15430
431	15431
432	15432
433	19672
434	15434
435	15435
436	17505
437	15437
438	23950
439	15439
440	16424
441	16101
442	15358
443	19603
444	15444
445	19330
446	24079
447	25143
448	18021
449	15449
450	16724
451	18495
452	20928
453	16567
454	23103
455	15358
456	15456
457	24460
458	23838
459	21153
460	15717
461	15309
462	15462
463	17793
464	15464
465	15193
466	15466
467	17865
468	15468
469	15469
470	15470
471	15471
472	15472
473	15473
474	15474
475	15613
476	15476
477	15477
478	15478
479	15479
480	15020
481	20903
482	24415
483	15098
484	15608
485	24000
486	15486
487	15487
488	15488
489	15489
490	15490
491	24166
492	24722
493	15493
494	22416
495	18474
496	15496
497	15497
498	15145
499	25006
500	15500
501	15501
502	15502
503	15503
504	20041
505	15505
506	16472
507	15507
508	24224
509	24323
510	15510
511	23366
512	15512
513	15513
514	15514
515	15515
516	19945
517	16747
518	15518
519	16913
520	15520
521	18942
522	22828
523	15523
524	15524
525	15525
526	15526
527	15527
528	15528
529	24242
530	15530
531	15531
532	15532
533	15533
534	15534
535	15535
536	15536
537	16580
538	16279
539	15539
540	15540
541	15541
542	19697
543	17882
544	17595
545	15545
546	15546
547	15547
548	15548
549	19222
550	15550
551	15551
552	15552
553	16961
554	16989
555	24773
556	15556
557	15678
558	15558
559	15559
560	15560
561	15561
562	16372
563	15563
564	16899
565	15565
566	15566
567	15567
568	15568
569	22760
570	15570
571	15571
572	22453
573	15573
574	20592
575	16521
576	15576
577	15577
578	15578
579	23047
580	23971
581	22041
582	18876
583	23879
584	15584
585	17202
586	15005
587	15587
588	15588
589	15589
590	23566
591	23514
592	24683
593	15593
594	22377
595	15595
596	24459
597	18711
598	23840
599	15599
600	17726
601	15601
602	19429
603	15603
604	15604
605	22326
606	15606
607	17874
608	15608
609	15609
610	19192
611	15611
612	15612
613	22531
614	15614
615	15615
616	17459
617	15617
618	15618
619	15619
620	18897
621	15621
622	18939
623	15623
624	15624
625	15625
626	19231
627	15627
628	15654
629	15629
630	20793
631	15631
632	15632
633	15633
634	15634
635	15635
636	15636
637	15637
638	15638
639	15639
640	15640
641	15461
642	15642
643	17762
644	15644
645	15645
646	15646
647	17667
648	15648
649	17665
650	23134
651	15651
652	15652
653	20384
654	15654
655	15655
656	15656
657	15657
658	18984
659	20885
660	15660
661	15661
662	15662
663	22007
664	15664
665	15665
666	25364
667	25480
668	15668
669	15669
670	15670
671	17627
672	18106
673	15673
674	15674
675	15675
676	15676
677	15677
678	15678
679	23058
680	15680
681	15681
682	15682
683	15683
684	15684
685	16372
686	15686
687	15687
688	23048
689	15689
690	15690
691	15691
692	15692
693	15693
694	15694
695	15695
696	15696
697	22115
698	15698
699	15699
700	20399
701	15701
702	15702
703	15703
704	19952
705	23163
706	15706
707	15707
708	19926
709	15709
710	21274
711	22082
712	17023
713	16272
714	15714
715	17140
716	15716
717	15717
718	23375
719	15719
720	20766
721	15721
722	19808
723	17638
724	15724
725	24829
726	19102
727	15727
728	19284
729	15729
730	15730
731	15731
732	15732
733	25250
734	15734
735	15735
736	15736
737	18688
738	24318
739	25080
740	15740
741	18412
742	15742
743	15743
744	15744
745	15745
746	21656
747	21877
748	15748
749	21178
750	15750
751	21185
752	15752
753	15753
754	15754
755	24796
756	23567
757	23575
758	15336
759	22139
760	16831
761	15761
762	15762
763	15763
764	15764
765	17611
766	15766
767	25278
768	17978
769	15769
770	19439
771	15771
772	18567
773	15773
774	15770
775	15775
776	15776
777	15777
778	15778
779	15779
780	15780
781	20589
782	15782
783	15783
784	15784
785	15785
786	15786
787	19014
788	18399
789	21049
790	15790
791	19236
792	15792
793	15793
794	15794
795	15795
796	15796
797	15797
798	15798
799	18772
800	15800
801	15801
802	21177
803	15803
804	15804
805	15805
806	15806
807	15807
808	22607
809	21960
810	15810
811	22128
812	15812
813	15813
814	15814
815	15815
816	16760
817	15817
818	18511
819	21066
820	16281
821	15821
822	15822
823	15823
824	15824
825	15825
826	15826
827	18567
828	21188
829	23920
830	24129
831	15831
832	15832
833	15833
834	15834
835	15835
836	20193
837	15837
838	15838
839	15839
840	15840
841	15841
842	20282
843	21705
844	22331
845	21367
846	15846
847	15847
848	15848
849	15849
850	15850
851	15851
852	15852
853	15853
854	15854
855	15855
856	15856
857	24646
858	15858
859	15859
860	15717
861	15861
862	15862
863	15863
864	15864
865	15865
866	19164
867	15867
868	15868
869	15869
870	15870
871	16878
872	20741
873	19266
874	15810
875	20102
876	15876
877	15877
878	15878
879	24722
880	18969
881	15881
882	15882
883	24358
884	15134
885	18038
886	23101
887	19288
888	15888
889	15889
890	21170
891	15891
892	15892
893	15893
894	15894
895	20483
896	21145
897	15897
898	15898
899	15899
900	15900
901	23360
902	15902
903	15903
904	15904
905	16714
906	15906
907	23609
908	15908
909	15909
910	15910
911	15911
912	21330
913	15913
914	24821
915	15915
916	15916
917	23114
918	21632
919	24999
920	16725
921	24441
922	15922
923	15923
924	15924
925	22459
926	25069
927	15927
928	15976
929	15929
930	19686
931	15931
932	15932
933	15933
934	20810
935	15935
